utg000001lc	1	20000	156.5	2	123840	hap
utg000001lc	20001	123840	240.818	11	123840	dip
utg000002lc	1	500000	123.141	772	7719718	hap
utg000002lc	500001	1000000	123.141	772	7719718	hap
utg000002lc	1000001	1500000	123.141	772	7719718	hap
utg000002lc	1500001	2000000	123.141	772	7719718	hap
utg000002lc	2000001	2500000	123.141	772	7719718	hap
utg000002lc	2500001	3000000	123.141	772	7719718	hap
utg000002lc	3000001	3500000	123.141	772	7719718	hap
utg000002lc	3500001	4000000	123.141	772	7719718	hap
utg000002lc	4000001	4500000	123.141	772	7719718	hap
utg000002lc	4500001	5000000	123.141	772	7719718	hap
utg000002lc	5000001	5500000	123.141	772	7719718	hap
utg000002lc	5500001	6000000	123.141	772	7719718	hap
utg000002lc	6000001	6500000	123.141	772	7719718	hap
utg000002lc	6500001	7000000	123.141	772	7719718	hap
utg000002lc	7000001	7719718	123.141	772	7719718	hap
utg000003lc	1	500000	123.996	254	2531314	hap
utg000003lc	500001	1000000	123.996	254	2531314	hap
utg000003lc	1000001	1500000	123.996	254	2531314	hap
utg000003lc	1500001	2000000	123.996	254	2531314	hap
utg000003lc	2000001	2531314	123.996	254	2531314	hap
utg000004lc	1	500000	122.372	215	2140708	hap
utg000004lc	500001	1000000	122.372	215	2140708	hap
utg000004lc	1000001	1500000	122.372	215	2140708	hap
utg000004lc	1500001	2140708	122.372	215	2140708	hap
utg000005lc	1	500000	129.871	2026	20256725	hap
utg000005lc	500001	1000000	129.871	2026	20256725	hap
utg000005lc	1000001	1500000	129.871	2026	20256725	hap
utg000005lc	1500001	2000000	129.871	2026	20256725	hap
utg000005lc	2000001	2500000	129.871	2026	20256725	hap
utg000005lc	2500001	3000000	129.871	2026	20256725	hap
utg000005lc	3000001	3500000	129.871	2026	20256725	hap
utg000005lc	3500001	4000000	129.871	2026	20256725	hap
utg000005lc	4000001	4500000	129.871	2026	20256725	hap
utg000005lc	4500001	5000000	129.871	2026	20256725	hap
utg000005lc	5000001	5500000	129.871	2026	20256725	hap
utg000005lc	5500001	6000000	129.871	2026	20256725	hap
utg000005lc	6000001	6500000	129.871	2026	20256725	hap
utg000005lc	6500001	7000000	129.871	2026	20256725	hap
utg000005lc	7000001	7500000	129.871	2026	20256725	hap
utg000005lc	7500001	8000000	129.871	2026	20256725	hap
utg000005lc	8000001	8500000	129.871	2026	20256725	hap
utg000005lc	8500001	9000000	129.871	2026	20256725	hap
utg000005lc	9000001	9500000	129.871	2026	20256725	hap
utg000005lc	9500001	10000000	129.871	2026	20256725	hap
utg000005lc	10000001	10500000	129.871	2026	20256725	hap
utg000005lc	10500001	11000000	129.871	2026	20256725	hap
utg000005lc	11000001	11500000	129.871	2026	20256725	hap
utg000005lc	11500001	12000000	129.871	2026	20256725	hap
utg000005lc	12000001	12500000	129.871	2026	20256725	hap
utg000005lc	12500001	13000000	129.871	2026	20256725	hap
utg000005lc	13000001	13500000	129.871	2026	20256725	hap
utg000005lc	13500001	14000000	129.871	2026	20256725	hap
utg000005lc	14000001	14500000	129.871	2026	20256725	hap
utg000005lc	14500001	15000000	129.871	2026	20256725	hap
utg000005lc	15000001	15500000	129.871	2026	20256725	hap
utg000005lc	15500001	16000000	129.871	2026	20256725	hap
utg000005lc	16000001	16500000	129.871	2026	20256725	hap
utg000005lc	16500001	17000000	129.871	2026	20256725	hap
utg000005lc	17000001	17500000	129.871	2026	20256725	hap
utg000005lc	17500001	18000000	129.871	2026	20256725	hap
utg000005lc	18000001	18500000	129.871	2026	20256725	hap
utg000005lc	18500001	19000000	129.871	2026	20256725	hap
utg000005lc	19000001	19500000	129.871	2026	20256725	hap
utg000005lc	19500001	20000000	129.871	2026	20256725	hap
utg000005lc	20000001	20256725	129.871	2026	20256725	hap
utg000006lc	1	500000	126.267	288	2878440	hap
utg000006lc	500001	1000000	126.267	288	2878440	hap
utg000006lc	1000001	1500000	126.267	288	2878440	hap
utg000006lc	1500001	2000000	126.267	288	2878440	hap
utg000006lc	2000001	2500000	126.267	288	2878440	hap
utg000006lc	2500001	2878440	126.267	288	2878440	hap
utg000007lc	1	420609	124.116	43	420609	hap
utg000008lc	1	500000	127.653	577	5761695	hap
utg000008lc	500001	1000000	127.653	577	5761695	hap
utg000008lc	1000001	1500000	127.653	577	5761695	hap
